Name,Chromosome,Region,Identifier,wtN_vs_wtO - Max group means,wtN_vs_wtO - Fold change,wtN_vs_wtO - Log fold change,wtN_vs_wtO - P-value,wtN_vs_wtO - FDR p-value,wtN_vs_wtO - Bonferroni,WT5_N - Total counts,WT5_N - RPKM,WT5_N - TPM,WT5_N - CPM,WT6_N - Total counts,WT6_N - RPKM,WT6_N - TPM,WT6_N - CPM,WT7_N - Total counts,WT7_N - RPKM,WT7_N - TPM,WT7_N - CPM,WT8_N - Total counts,WT8_N - RPKM,WT8_N - TPM,WT8_N - CPM,Wt11N - Total counts,Wt11N - RPKM,Wt11N - TPM,Wt11N - CPM,Wt13N - Total counts,Wt13N - RPKM,Wt13N - TPM,Wt13N - CPM,Wt14N - Total counts,Wt14N - RPKM,Wt14N - TPM,Wt14N - CPM,Wt17N - Total counts,Wt17N - RPKM,Wt17N - TPM,Wt17N - CPM,Wt19N - Total counts,Wt19N - RPKM,Wt19N - TPM,Wt19N - CPM,Wt20N - Total counts,Wt20N - RPKM,Wt20N - TPM,Wt20N - CPM,Wt0O - Total counts,Wt0O - RPKM,Wt0O - TPM,Wt0O - CPM,WT1_O - Total counts,WT1_O - RPKM,WT1_O - TPM,WT1_O - CPM,WT2_O - Total counts,WT2_O - RPKM,WT2_O - TPM,WT2_O - CPM,WT3_O - Total counts,WT3_O - RPKM,WT3_O - TPM,WT3_O - CPM,WT4_O - Total counts,WT4_O - RPKM,WT4_O - TPM,WT4_O - CPM
insD-7,NC_000913,1650881..1651537,946118,1.179108873,2.795967379,1.483347529,0.043839842,0.100802425,1,8,2.699620532,1.484749549,1.924834228,1,0.286533078,0.163541,0.189685878,4,1.427661943,0.819759733,0.965068962,12,3.696652114,2.036320777,2.502492137,0,0,0,0,1,0.381908318,0.212322046,0.292540351,1,0.373324108,0.209958204,0.277132266,2,0.854535026,0.48146138,0.63894091,1,0.374470001,0.208693086,0.274128328,5,1.696383609,0.918330159,1.469914361,0,0,0,0,0,0,0,0,5,1.400345282,0.911753377,0.929314506,1,0.233949924,0.152432603,0.151246234,2,0.514595834,0.33542987,0.337343359
intQ,NC_000913,1651512..1652708,946130,7.613651774,1.70747993,0.771868621,0.000979521,0.003958675,1,42,7.779169692,4.278423043,10.1053797,69,10.85163244,6.193654258,13.08832557,49,9.599148065,5.511805576,11.82209479,65,10.99035982,6.054099053,13.55516574,43,8.997097033,4.897731812,12.29555447,27,5.65970899,3.146516943,7.898589472,32,6.557030954,3.68768695,8.868232518,29,6.80094229,3.831780984,9.26464319,27,5.549476474,3.092737382,7.401464868,18,3.351951974,1.814565156,5.291691701,15,3.109296262,1.989182751,3.856728238,28,4.925909215,3.186630083,5.957333023,35,5.380273977,3.50305245,6.505201542,40,5.136344189,3.346640611,6.04984934,40,5.648946754,3.682162481,6.746867187
ynfP,NC_000913,complement(1652728..1652838),4056029,0,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rspB,NC_000913,complement(1652896..1653915),946127,14.68959073,-1.126382183,-0.171696419,0.416870756,0.564127364,1,71,15.43249987,8.487636301,17.08290377,87,16.05680806,9.16454903,16.50267137,43,9.885509205,5.67623339,10.37449135,63,12.50066402,6.886058276,13.13808372,48,11.78607403,6.415961673,13.7252701,35,8.609786061,4.786613192,10.23891228,60,14.42787877,8.114267056,16.62793597,35,9.632369075,5.427060999,11.18146592,44,10.61292037,5.914607568,12.06164645,44,9.615501447,5.205311417,12.93524638,48,11.67632196,7.469966283,12.34153036,75,15.4840161,10.01679677,15.95714202,74,13.3494092,8.691691314,13.75385469,113,17.028114,11.09485185,17.09082439,96,15.91009239,10.37070233,16.19248125
rspA,NC_000913,complement(1653927..1655141),946126,11.65318778,-1.645670939,-0.718675889,0.000200021,0.000966912,0.897294042,46,8.393820136,4.616471283,11.06779681,54,8.366765884,4.775397196,10.2430374,28,5.403964837,3.102942398,6.755482736,22,3.664705738,2.018722944,4.587902251,36,7.420861429,4.039679572,10.29395258,18,3.717240966,2.066601251,5.265726315,39,7.872990638,4.427785233,10.80815838,29,6.70018759,3.775013859,9.26464319,41,8.302138604,4.626803002,11.23926147,24,4.403057902,2.383576945,7.055588934,56,11.43606842,7.316263273,14.39845209,69,11.95901293,7.736429702,14.68057066,83,12.56991417,8.184168465,15.4266208,85,10.75303168,7.006254093,12.85592985,83,11.54791171,7.527294747,13.99974941
ynfA,NC_000913,complement(1655347..1655673),946125,49.99000417,-1.033373,-0.047361095,0.798137929,0.873256187,1,65,44.07006683,24.23785531,15.6392781,65,37.42016852,21.35785443,12.32958205,33,23.66447904,13.58808164,7.961818939,65,40.2307667,22.16133507,13.55516574,68,52.0821926,28.35187957,19.44413264,56,42.96994144,23.88915208,16.38225965,66,49.50483175,27.84161357,18.29072957,64,54.94111431,30.95487479,20.44610911,74,55.67578742,31.02825822,20.28549631,58,39.53663231,21.40299023,17.05100659,56,42.49181387,27.18428097,14.39845209,69,44.43486455,28.74544981,14.68057066,89,50.08097227,32.60731207,16.54179821,127,59.69586447,38.89548616,19.20827166,103,53.24650567,34.70775952,17.37318301
ynfB,NC_000913,1655808..1656149,946119,423.9356051,1.018011631,0.025754044,0.882164026,0.927223014,1,571,370.1588245,203.5816298,137.385043,736,405.1276112,231.2297589,139.608806,367,251.63481,144.4880462,88.5450773,503,297.6696688,163.9729444,104.8961287,551,403.5093402,219.6575767,157.554663,637,467.3452293,259.8207231,186.3482035,653,468.3154451,263.3815164,180.9673698,470,385.7775885,217.3544731,150.1511138,596,428.7484417,238.9425992,163.3804838,617,402.1411271,217.6974141,181.3874322,747,541.9503385,346.7145534,192.0650662,650,400.2301237,258.9136943,138.2952309,718,386.3036715,251.5191659,133.4495631,874,392.8019219,255.9343407,132.1892081,806,398.3919698,259.684509,135.9493738
speG,NC_000913,1656184..1656744,946117,276.1654327,-1.168268533,-0.224371923,0.171749561,0.293288364,1,523,206.6887947,113.6756411,125.8360377,687,230.5334824,131.5787917,130.314198,382,159.6729182,91.68376976,92.1640859,486,175.3339889,96.58367452,101.3509316,499,222.7746569,121.2713968,142.6856204,521,233.0233007,129.5493752,152.4135228,547,239.1530208,134.5001236,151.5913496,425,212.6626939,119.8182298,135.7749433,545,239.0099835,133.2008729,149.399939,533,211.7794327,114.6459085,156.6928709,647,286.1583451,183.0707646,166.3535447,687,257.8792499,166.8251971,146.1674209,856,280.763987,182.8031392,159.0986434,978,267.9564842,174.5899455,147.9188164,956,288.069097,187.7725649,161.2501258
ynfC,NC_000913,complement(1656747..1657457),946131,56.57327478,-1.223145448,-0.290595969,0.062170903,0.132116851,1,142,44.27890259,24.35271175,34.16580755,188,49.77696159,28.41059091,35.66094502,205,67.61063601,38.8218494,49.45978432,209,59.49348239,32.77230601,43.58507139,118,41.5662175,22.62731912,33.741289,90,31.7612361,17.65766892,26.32863157,120,41.39644542,23.28144134,33.25587194,88,34.74387978,19.5753665,28.11340003,78,26.9902808,15.04175227,21.38200962,82,25.70772731,13.91677046,24.10659553,170,59.32589746,37.95394261,43.70958669,173,51.23880883,33.14700343,36.8078076,217,56.15916356,36.56477279,40.33224956,237,51.23503329,33.38274009,35.84535734,273,64.90747078,42.30874606,46.04736855
ynfD,NC_000913,1657565..1657870,946133,82.60446757,1.548180121,0.63057333,0.002714174,0.009725068,1,119,86.21913075,47.41918872,28.63190914,150,92.28050607,52.66982201,28.45288166,165,126.4425596,72.60298522,39.8090947,211,139.5576777,76.87610033,44.00215341,103,84.30316844,45.89194808,29.45214209,55,45.09887937,25.07273577,16.0897193,75,60.11616155,33.80944607,20.78491996,102,93.5715853,52.72002113,32.58598639,69,55.4766292,30.91726683,18.91485466,59,42.97837768,23.26616467,17.34498946,50,40.54278459,25.93738293,12.85576079,84,57.80699343,37.39604127,17.87199907,102,61.33512334,39.93479793,18.95801592,130,65.29955223,42.54662953,19.66201036,117,64.63475032,42.13097822,19.73458652
ynfE,NC_000913,1658069..1660495,946135,6.624626947,1.646419771,0.719332212,0.000270027,0.001261813,1,67,6.120446859,3.366151133,16.12048666,119,9.230331955,5.268284298,22.57261945,96,9.27539082,5.325905017,23.1616551,70,5.837420365,3.215574528,14.5978708,56,5.778915575,3.145856774,16.01281512,57,5.892906723,3.276163294,16.6748,72,7.276359133,4.092238515,19.95352316,50,5.783163492,3.25834494,15.97352274,61,6.18361525,3.446144538,16.72182804,53,4.867719296,2.635119444,15.58109223,57,5.827336208,3.728057956,14.6555673,46,3.99126513,2.581997552,9.787047108,56,4.24569457,2.764337063,10.40832247,66,4.179866745,2.723437387,9.982251411,60,4.179103377,2.724071996,10.12030078
ynfF,NC_000913,1660556..1662979,945268,11.94535452,1.611829117,0.688698801,3.18996E-05,0.000180912,0.14310164,127,11.61580227,6.388511635,30.55674337,180,13.97912617,7.97869581,34.143458,142,13.73682893,7.887651049,34.25994816,138,11.52229994,6.347121136,28.77865958,90,9.299037373,5.062098474,25.73488144,130,13.45659632,7.481198837,38.03024561,116,11.73753174,6.601210658,32.14734288,82,9.496126231,5.350299174,26.1965773,141,14.31096429,7.975536871,38.65209431,112,10.29923197,5.575446072,32.92608169,68,6.960513712,4.453012079,17.48383468,97,8.426779718,5.451385437,20.63790369,107,8.122349254,5.288395271,19.88733043,132,8.370079695,5.453615956,19.96450282,126,8.786978623,5.727631083,21.25263164
ynfG,NC_000913,1662990..1663607,945638,7.577564883,1.417670368,0.503522121,0.0244522,0.062254579,1,14,5.022473636,2.762282838,3.368459899,29,8.83384262,5.041984903,5.500890455,24,9.106542686,5.228952863,5.790413774,23,7.532377305,4.14925071,4.796443263,18,7.294778832,3.97104424,5.146976288,22,8.932205234,4.96586223,6.435887718,22,8.731434725,4.910575856,6.096909856,13,5.905002956,3.326991625,4.153115913,19,7.563930448,4.215397715,5.208438241,19,6.853060387,3.709875525,5.585674573,16,6.423866452,4.109690188,4.113843454,18,6.133474338,3.967818526,3.829714086,18,5.359379709,3.489448363,3.345532222,23,5.720416338,3.727199136,3.478663371,22,6.017773617,3.922575517,3.710776953
ynfH,NC_000913,1663609..1664463,945822,35.18424287,1.448554391,0.534613857,0.000484228,0.002106933,1,144,37.34001452,20.5364306,34.6470161,207,45.57685626,26.01334788,39.2649767,125,34.28267166,19.68501991,30.15840507,156,36.92760901,20.34177282,32.53239778,102,29.87873154,16.26502565,29.16619897,113,33.1617023,18.43625853,33.05705964,102,29.26075063,16.45630301,28.26749115,99,32.50381384,18.3132705,31.62757503,151,43.45034543,24.21498824,41.3933776,113,29.45993346,15.94801154,33.22006457,96,27.85929451,17.82307745,24.68306072,95,23.39806877,15.1364929,20.2123799,124,26.68615893,17.37514015,23.04699975,152,27.32535109,17.80412805,22.98942749,146,28.86611791,18.81585028,24.62606523
dmsD,NC_000913,1664506..1665120,945987,49.50235488,1.036176506,0.051269778,0.739968738,0.8303588,1,108,38.93379563,21.41298557,25.98526208,144,44.07857149,25.1581901,27.3147664,112,42.70450261,24.5208131,27.02193095,129,42.45289385,23.38540581,26.90179047,118,48.05460267,26.15938845,33.741289,119,48.55079359,26.99182854,34.81230175,124,49.45360723,27.8128048,34.36440101,121,55.23005767,31.11767101,38.65592503,131,52.40570656,29.20583382,35.91081103,117,42.40628022,22.9564621,34.39599606,137,55.27267043,35.36087698,35.22478457,151,51.70402514,33.44795747,32.12704594,162,48.46970722,31.55823056,30.10979,199,49.73547134,32.40568428,30.09800047,154,42.32990027,27.59197022,25.97543867
clcB,NC_000913,1665315..1666571,947179,12.27710666,1.374706412,0.459123544,0.01853058,0.049688093,1,68,11.99366019,6.59632765,16.36109094,129,19.31944151,11.02672264,24.46947823,56,10.44680553,5.998528264,13.51096547,74,11.91486558,6.563368043,15.43203485,57,11.35710595,6.182445169,16.29875825,61,12.17640388,6.769475459,17.8449614,52,10.14657505,5.706453523,14.41087784,62,13.84591477,7.801053246,19.8071682,64,12.52642369,6.981007848,17.54421302,51,9.043870422,4.895861357,14.99312649,51,10.06699596,6.440394558,13.11287601,66,11.05684395,7.152805712,14.04228498,58,8.490303469,5.527967255,10.78004827,71,8.681831416,5.656741161,10.73848258,83,11.16206263,7.275786092,13.99974941
ynfK,NC_000913,complement(1666524..1667219),944927,20.24573389,1.130055942,0.176394193,0.378392381,0.526520717,1,57,18.15698443,9.986060679,13.71444387,98,26.50677985,15.12895232,18.58921602,48,16.17196374,9.28589905,11.58082755,71,20.64628007,11.37311486,14.80641181,60,21.59086838,11.75337807,17.15658763,56,20.18846387,11.22378266,16.38225965,70,24.66835594,13.87353132,19.39925863,48,19.35963834,10.90759058,15.33458183,56,19.79525899,11.03194829,15.35118639,48,15.37274526,8.321971231,14.11117787,65,23.17229844,14.82455593,16.71248903,56,16.94342911,10.96090865,11.91466605,66,17.44878509,11.36076148,12.26695148,91,20.09650013,13.09409202,13.76340725,89,21.61635217,14.09022326,15.01177949
mlc,NC_000913,complement(1667344..1668564),945510,34.32258615,-1.132314357,-0.17927454,0.149536575,0.263706534,1,166,30.14189338,16.57757528,39.94031023,207,31.91499763,18.215735,39.2649767,167,32.07240801,18.41589234,40.29162918,162,26.85295325,14.7920943,33.78364385,165,33.84514503,18.42421426,47.18061597,119,24.45433092,13.59539275,34.81230175,125,25.10994463,14.12188165,34.64153327,108,24.82980642,13.98958792,34.50280912,127,25.59001013,14.26137786,34.81429771,109,19.89895486,10.77221583,32.04413308,177,35.96852251,23.01098336,45.50939321,187,32.25139209,20.86381453,39.78647411,214,32.24991743,20.99765788,39.77466086,266,33.48530431,21.8177122,40.23149811,272,37.65779443,24.5465436,45.87869687
ynfL,NC_000913,complement(1668699..1669592),946136,9.41227504,1.075617995,0.105165797,0.56285002,0.695666403,1,31,7.687803605,4.228173108,7.458732633,40,8.422918675,4.807446841,7.58743511,41,10.75417499,6.175018999,9.891956864,48,10.86666863,5.985963091,10.00996855,34,9.525098982,5.185159182,9.722066322,38,10.66523834,5.929342516,11.11653333,29,7.956313461,4.474646151,8.036835719,31,9.73395686,5.4842975,9.9035841,28,7.705537058,4.29431544,7.675593197,35,8.726698232,4.724161521,10.28940053,33,9.158859929,5.859411472,8.484802123,40,9.422041116,6.095232039,8.510475746,48,9.879482954,6.432450673,8.921419258,51,8.768411737,5.713153506,7.713557909,52,9.832579467,6.409186843,8.770927343
ynfM,NC_000913,1669699..1670952,946138,20.83609431,-1.89819612,-0.924629058,4.43973E-07,3.65443E-06,0.001991663,78,13.79034627,7.584477212,18.76713372,88,13.21068297,7.540100835,16.69235724,56,10.47179789,6.01287881,13.51096547,76,12.26616383,6.75688258,15.84911687,35,6.990344947,3.805320171,10.00800945,47,9.404263927,5.228303405,13.74939649,33,6.454577345,3.630066841,9.145364784,39,8.730363222,4.918853646,12.45934774,37,7.259163671,4.045550414,10.14274815,56,9.95428162,5.388708644,16.46304085,126,24.93090276,15.94962896,32.3965172,124,20.82316168,13.47075444,26.38247481,139,20.39612953,13.27975338,25.83494327,142,17.4052027,11.34054807,21.47696516,153,20.62507491,13.44407733,25.80676699
asr,NC_000913,1671376..1671684,945103,190.9593603,-1.282170542,-0.358588168,0.006199675,0.019794834,1,258,185.1140283,101.8098532,62.07590385,259,157.7907061,90.06028206,49.12864234,125,94.85981965,54.46825899,30.15840507,205,134.2728128,73.96490397,42.75090734,194,157.2430104,85.59806472,55.47296666,155,125.8628919,69.97351324,45.34375438,176,139.7029556,78.5692137,48.77527885,158,143.5369949,80.87148872,50.47633186,170,135.3545449,75.4334328,46.60181584,111,80.07260031,43.34696666,32.63209882,243,195.1249435,124.8318395,62.47899745,284,193.5451902,125.2067179,60.4243778,284,169.1182042,110.1114817,52.78506394,378,188.0275979,122.5114151,57.17107627,382,208.9808656,136.2203498,64.43258163
ydgU,NC_000913,1671777..1671860,5061510,6.352407165,1.884196747,0.913949618,0.111540387,0.209974895,1,2,5.278722291,2.903215636,0.481208557,3,6.723294014,3.837372747,0.569057633,3,8.374766934,4.808769151,0.723801722,3,7.228275116,3.981734377,0.625623034,1,2.98159611,1.623085542,0.285943127,1,2.987068633,1.66066172,0.292540351,3,8.759783539,4.926519284,0.831396799,3,10.025527,5.648573692,0.958411364,2,5.857780723,3.264556125,0.548256657,2,5.307257292,2.873061497,0.587965745,0,0,0,0,1,2.50693594,1.621767096,0.212761894,2,4.381080238,2.852485567,0.371725802,3,5.489467852,3.576722153,0.453738701,2,4.024874562,2.623540768,0.337343359
ydgD,NC_000913,1671960..1672781,946436,55.431861,1.128088669,0.17388047,0.209191682,0.340876819,1,227,61.22547241,33.67306311,54.61717122,268,61.37664024,35.03119841,50.83581524,288,82.15829752,47.17507838,69.48496529,304,74.85045959,41.23177983,63.39646747,194,59.10959879,32.17737469,55.47296666,153,46.7029271,25.9645066,44.75867368,153,45.65317845,25.67543627,42.40123672,149,50.88381829,28.6689166,47.60109777,143,42.80028105,23.8527057,39.20035097,109,29.5579366,16.00106512,32.04413308,173,52.22029029,33.4081065,44.48093234,174,44.57588284,28.83667625,37.0205695,255,57.08195785,37.16559661,47.39503981,304,56.84470846,37.03778463,45.97885499,279,57.37649649,37.39981839,47.05939863
mdtI,NC_000913,complement(1672820..1673149),947333,7.882183943,-1.186121624,-0.246251951,0.437510363,0.584571456,1,10,6.718373825,3.695001719,2.406042785,20,11.40922621,6.511905267,3.793717555,11,7.816449139,4.488184541,2.653939646,10,6.133081916,3.37844129,2.085410114,11,8.348469108,4.544639519,3.145374398,10,7.60344743,4.227138923,2.925403508,2,1.486508722,0.836015394,0.554264532,7,5.954555428,3.354910436,2.236293184,5,3.727678642,2.077444807,1.370641642,2,1.35093822,0.731324745,0.587965745,8,6.015074951,3.848164449,2.056921727,12,7.657549779,4.953761311,2.553142724,13,7.248696394,4.719567028,2.416217716,21,9.781233627,6.373068563,3.176170904,17,8.708364961,5.676388207,2.867418554
mdtJ,NC_000913,complement(1673136..1673501),946139,9.340526853,-3.233903379,-1.693276575,2.12237E-07,1.83095E-06,0.000952096,5,3.028775085,1.665779463,1.203021392,10,5.143503617,2.935694997,1.896858778,2,1.281385105,0.735767957,0.482534481,5,2.764913979,1.523067795,1.042705057,4,2.737202986,1.490045744,1.143772508,3,2.056670207,1.14340643,0.877621052,3,2.010442124,1.130676557,0.831396799,4,3.06792083,1.728525283,1.277881819,1,0.672204345,0.374621195,0.274128328,3,1.827088576,0.989086745,0.881948617,14,9.49099941,6.071898823,3.599613022,25,14.38405867,9.305221043,5.319047342,14,7.038456776,4.58268173,2.602080617,20,8.399185785,5.472580343,3.02492467,16,7.389933622,4.816992885,2.698746875
tqsA,NC_000913,1673913..1674947,946142,22.47943835,-1.261356741,-0.334976362,0.056558244,0.122451873,1,77,16.49409458,9.071496973,18.52652944,120,21.82634578,12.4575579,22.76230533,53,12.00787839,6.894892193,12.78716375,87,17.01263592,9.37150236,18.14306799,56,13.55113826,7.376806175,16.01281512,58,14.060868,7.817143864,16.96734035,84,19.90629071,11.19533658,23.27911036,66,17.9006511,10.08556926,21.08505002,60,14.26242263,7.948484479,16.44769971,65,13.99885257,7.578220179,19.1088867,95,22.77446856,14.57004293,24.42594551,104,21.15999263,13.68865445,22.12723694,127,22.57843671,14.70063576,23.60458845,144,21.38505737,13.93366543,21.77945762,150,24.49923646,15.96937859,25.30075195
pntB,NC_000913,complement(1674972..1676360),946144,1308.074287,-2.346282872,-1.230376958,6.79456E-14,1.28069E-12,3.04804E-10,3774,602.3900021,331.3051865,908.040547,3735,506.2074067,288.9218444,708.4767534,2925,493.8037523,283.540816,705.7066787,3365,490.3153934,270.0928819,701.7405035,2557,461.0590823,250.9858153,731.156576,2814,508.3306949,282.6066052,823.2085472,2859,504.8511101,283.9292453,792.321149,2150,434.5116812,244.8121931,686.8614779,2932,519.330849,289.4244057,803.744259,3213,515.6178132,279.1275426,944.5669686,7878,1407.274204,900.3084093,2025.55367,8233,1248.183371,807.464877,1751.668671,9151,1212.26288,789.2944619,1700.831409,11962,1323.700795,862.4715702,1809.207445,11084,1348.950184,879.2884713,1869.556897
pntA,NC_000913,complement(1676371..1677903),946628,1601.680015,-2.379261838,-1.250514049,7.4607E-14,1.39453E-12,3.34687E-10,5243,758.255917,417.0290296,1261.488232,4846,595.0882702,339.6512937,919.2177636,3969,607.1132413,348.6028266,957.5896779,4295,567.0400296,312.3570621,895.6836441,3296,538.4844262,293.1336958,942.468547,3788,620.0008758,344.6896764,1108.142849,3884,621.4246441,349.4904274,1076.381722,2767,506.678232,285.4722083,883.9747485,3980,638.7388295,355.9707775,1091.030747,4312,626.983382,339.4148267,1267.654145,10817,1750.772317,1120.062483,2781.21529,11192,1537.404221,994.5653336,2381.231114,12193,1463.520859,952.8864798,2266.226354,16026,1606.834919,1046.950671,2423.872138,14962,1649.867759,1075.436081,2523.665671
ydgH,NC_000913,1678427..1679371,945117,201.3627099,1.143514864,0.193475118,0.183299796,0.307855817,1,904,212.0873311,116.6447527,217.5062678,1059,210.9620255,120.4082293,200.8773446,768,190.5724742,109.4262136,185.2932408,1009,216.0986546,119.0391107,210.4178805,749,198.5080432,108.0614286,214.1714022,752,199.6689433,111.0060101,219.9903438,783,203.2269781,114.2952474,216.9945644,660,196.0547502,110.4609967,210.8505002,707,184.0644876,102.579608,193.8087282,858,202.3834114,109.5594117,252.2373044,672,176.4421986,112.8794905,172.781425,782,174.2599027,112.7308328,166.3798008,1016,197.8301121,128.8055705,188.8367076,1253,203.8015768,132.7891217,189.5115306,1232,220.3842427,143.6534323,207.8035094
ydgI,NC_000913,1679557..1680939,945159,16.97482881,1.905016594,0.929803565,2.38385E-07,2.04473E-06,0.001069394,87,13.94681941,7.670535021,20.93257223,154,20.96228763,11.96438994,29.21162518,120,20.34650535,11.68290987,28.95206887,133,19.46355497,10.72160435,27.73595452,91,16.47962449,8.970980395,26.02082457,57,10.34134824,5.749275716,16.6748,100,17.73491967,9.974153287,27.71322662,82,16.64396962,9.377530873,26.1965773,105,18.67882356,10.40975597,28.78347449,94,15.15043513,8.201624576,27.63438999,54,9.688054557,6.197965517,13.88422166,64,9.744965735,6.30413587,13.61676119,65,8.648119343,5.630719882,12.08108858,90,10.00250108,6.517237762,13.61216102,90,11.00074175,7.170632034,15.18045117
folM,NC_000913,1680976..1681698,949096,49.43862454,1.247698148,0.31926895,0.007501999,0.023276651,1,142,43.54398305,23.94851736,34.16580755,221,57.5432135,32.84324005,41.92057899,148,48.0014304,27.5622951,35.70755161,202,56.5465063,31.14894832,42.12528431,131,45.37964536,24.70322726,37.45854965,144,49.97452585,27.78335292,42.12581052,139,47.15501734,26.52007338,38.521385,124,48.14471609,27.12565403,39.6143364,156,53.08461866,29.58419327,42.76401924,146,45.01258882,24.36737634,42.92149935,117,40.15249721,25.68769526,30.08248025,145,42.23302869,27.32105564,30.85047458,174,44.28345004,28.8325927,32.34014481,220,46.7705698,30.47387062,33.27417137,189,44.19011656,28.80451814,31.87894746
ydgC,NC_000913,complement(1681695..1682030),945156,74.29627085,-1.161233581,-0.215658198,0.201123409,0.329886513,1,88,58.0659452,31.935372,21.17317651,135,75.63705766,43.1704434,25.6075935,76,53.04019058,30.45553795,18.33631028,105,63.24740726,34.8401758,21.8968062,52,38.76074943,21.10011205,14.86904261,95,70.94288004,39.44071585,27.79133333,63,45.98886358,25.86422624,17.45933277,79,66.00138606,37.18644348,25.23816593,73,53.45224909,29.78907464,20.01136798,83,55.06279441,29.80801303,24.4005784,74,54.64588181,34.95988684,19.02652597,145,90.87642781,58.78905723,30.85047458,149,81.59761944,53.12754368,27.69357228,177,80.96965082,52.75665175,26.77058333,126,63.39177435,41.3207671,21.25263164
rstA,NC_000913,1682159..1682878,946199,169.8891744,-1.041456059,-0.05860197,0.66460446,0.776612557,1,481,148.1121496,81.45939206,115.730658,585,152.9549388,87.30022998,110.9662385,378,123.1090739,70.68890651,91.19901694,471,132.3979059,72.93210134,98.22281638,417,145.0546507,78.96311164,119.238284,436,151.9422245,84.47232615,127.547593,454,154.6588449,86.98043492,125.8180488,355,138.4079699,77.98169792,113.4120115,469,160.2591176,89.31281466,128.566186,527,163.1539346,88.32269884,154.9289737,427,147.1500367,94.13973133,109.7881972,602,176.0704675,113.902109,128.08266,681,174.0384125,113.3149891,126.5726357,815,173.9856339,113.3622216,123.2656803,759,178.2013212,116.1572675,128.0218049
rstB,NC_000913,1682882..1684183,948870,56.33963735,1.087124865,0.120517655,0.407609178,0.554942268,1,405,68.96395251,37.9291075,97.44473279,418,60.43735264,34.49509265,79.2886969,236,42.50419347,24.40579612,56.93906878,346,53.78458473,29.62752891,72.15518995,268,51.55275855,28.0636726,76.63275807,289,55.69437645,30.96330561,84.54416139,280,52.74708368,29.66506236,77.59703453,252,54.33188824,30.61162517,80.50655462,319,60.27845324,33.59333561,87.44693678,313,53.58617847,29.00865317,92.01663902,269,51.26326837,32.79584851,69.16399306,369,59.68124914,38.6085199,78.50913876,385,54.41019006,35.42603042,71.55721697,539,63.63060586,41.45920947,81.52171986,406,52.7128733,34.35992103,68.48070195
tus,NC_000913,1684259..1685188,945135,29.43430525,-1.220251257,-0.287178237,0.063660298,0.134834795,1,71,16.9259676,9.309020459,17.08290377,122,24.69545414,14.09512398,23.14167709,100,25.21435206,14.47801465,24.12672406,97,21.10967227,11.62837696,20.22847811,62,16.69693822,9.089279037,17.72847388,80,21.5839798,11.99962017,23.40322807,103,27.16474809,15.27750711,28.54462342,80,24.14750588,13.60516674,25.55763639,86,22.75086448,12.67911476,23.57503625,77,18.45555923,9.990839656,22.63668116,108,28.81414936,18.43394905,27.76844331,136,30.79487761,19.92157775,28.93561754,163,32.25040356,20.9979744,30.2956529,162,26.77443675,17.44517385,24.50188983,157,28.53765899,18.60175035,26.48145371
fumC,NC_000913,complement(1685185..1686588),946147,59.10934328,-3.041149902,-1.60461693,0,0,0,75,11.84328719,6.513624825,18.04532089,132,17.69892783,10.10180176,25.03853586,64,10.68916122,6.137688261,15.4411034,112,16.1452071,8.893674506,23.35659328,77,13.73572909,7.477291516,22.01762079,190,33.95556652,18.87760758,55.58266666,128,22.36115684,12.57595806,35.47293007,70,13.99574994,7.885473246,22.36293184,99,17.34804291,9.668108525,27.13870452,106,16.82899535,9.110306113,31.16218446,371,65.5649596,41.94540362,95.38974508,361,54.14553094,35.02739702,76.80704361,467,61.20406538,39.84946717,86.79797486,462,50.57817389,32.95475624,69.87575988,532,64.05398662,41.75241803,89.73333358
fumA,NC_000913,complement(1686731..1688377),946826,143.6998621,-2.597248679,-1.376984154,0,0,0,286,38.49909663,21.17390784,68.81282365,532,60.80764276,34.70643864,100.912887,308,43.85184581,25.17961454,74.3103101,373,45.83612951,25.24907944,77.78579726,274,41.66631212,22.68180743,78.34841683,465,70.84086267,39.38399926,136.0312631,326,48.54845425,27.30374501,90.34511877,327,55.73389507,31.40154264,104.4668387,310,46.30741045,25.80723786,84.97978182,351,47.50430298,25.71625536,103.1879882,935,140.8584833,90.11468888,240.4027268,1076,137.57553,88.99926971,228.9317976,1350,150.8240738,98.20032278,250.9149166,1531,142.8794826,93.09467228,231.5579835,1426,146.3617409,95.4032202,240.5258152
